lat;lon;name;date;heure;temperature;point_de_rose;humidite;pression_station;variation_pression_24h;temperature_min_sol_12h;precipitations_dernieres_24h
48.581;5.959.833;NANCY-OCHEY;06/02/2026;18:00:00Z;281.35;280.55;95;95570;970;278.15;5.4
485.495;7.640.333;STRASBOURG-ENTZHEIM;06/02/2026;18:00:00Z;280.55;279.65;94;97930;750;274.45;0.4
47.928.667;7.407.667;COLMAR-MEYENHEIM;06/02/2026;18:00:00Z;282.25;279.85;85;97360;930;275.75;0.4
47.973;-4.160.667;QUIMPER;06/02/2026;18:00:00Z;283.15;280.35;83;98030;1350;280.35;1.6
47.762.833;-3.435.667;LORIENT-LANN BIHOUE;06/02/2026;18:00:00Z;283.55;280.05;79;98690;1460;282.35;3.8
47.313.833;-21.545;ST NAZAIRE-MONTOIR;06/02/2026;18:00:00Z;283.65;279.95;78;99400;1600;NULL;3.4
47.15;-1.608.833;NANTES-BOUGUENAIS;06/02/2026;18:00:00Z;284.15;280.65;79;99190;1590;281.55;17.1
47.561.833;-0.317;MARCE;06/02/2026;18:00:00Z;283.25;280.45;83;98950;1590;NULL;2.8
47.479;-0.614333;BEAUCOUZE;06/02/2026;18:00:00Z;283.95;280.65;80;98980;1620;280.95;4.6
47.945.833;0.194167;LE MANS;06/02/2026;18:00:00Z;283.05;279.55;79;98920;1440;280.25;3.1
474.445;0.727333;TOURS;06/02/2026;18:00:00Z;283.05;280.25;83;98310;1440;281.15;6.2
476.785;1.212.333;BLOIS;06/02/2026;18:00:00Z;280.95;279.85;93;98090;1370;280.55;6.6
47.319.667;16.875;ROMORANTIN;06/02/2026;18:00:00Z;282.85;279.15;78;98720;1390;279.15;2.2
47.990.667;1.778.167;ORLEANS;06/02/2026;18:00:00Z;281.95;279.55;85;98100;1310;280.35;3.2
47.059.167;2.359.833;BOURGES;06/02/2026;18:00:00Z;282.85;279.95;82;97840;1390;280.65;4.6
47.052.167;2.642.167;AVORD;06/02/2026;18:00:00Z;282.15;280.15;87;97720;1380;NULL;2.4
46.999.333;31.145;NEVERS-MARZY;06/02/2026;18:00:00Z;279.15;277.95;92;97750;1400;280.05;7.2
47.824.667;3.549.667;AUXERRE-PERRIGNY;06/02/2026;18:00:00Z;282.15;280.15;87;97930;1280;280.35;0.8
47.267.833;5.088.333;DIJON-LONGVIC;06/02/2026;18:00:00Z;282.75;279.25;79;97250;1210;280.45;9.7
47.843.667;53.375;LANGRES;06/02/2026;18:00:00Z;281.35;278.85;84;94310;1090;279.05;4.6
47.249;5.988.833;BESANCON;06/02/2026;18:00:00Z;281.75;279.35;85;96250;1270;280.15;8.3
47.787;6.363.833;LUXEUIL;06/02/2026;18:00:00Z;280.85;279.95;94;96610;1130;277.75;4.2
47.591.667;6.837;DORANS;06/02/2026;18:00:00Z;281.75;278.15;78;95150;1040;276.45;2.4
47.614.333;7.51;BALE-MULHOUSE;06/02/2026;18:00:00Z;280.45;278.45;87;96660;1020;277.35;2.2
46.705;-1.381.833;LA ROCHE SUR YON;06/02/2026;18:00:00Z;282.95;279.85;81;98560;1570;280.85;5.6
46.046.833;-1.411.667;CHASSIRON;06/02/2026;18:00:00Z;285.05;282.25;83;99480;1610;NULL;0.6
46.178;-1.193.167;LA ROCHELLE-ILE DE RE;06/02/2026;18:00:00Z;284.25;281.85;85;99520;1570;NULL;1.6
46.315.833;-0.400167;NIORT;06/02/2026;18:00:00Z;282.35;280.15;86;99050;1570;281.65;4.4
46.593.833;0.314333;POITIERS-BIARD;06/02/2026;18:00:00Z;282.15;280.95;92;98350;1550;281.75;6.2
46.869.833;1.741;CHATEAUROUX  DEOLS;06/02/2026;18:00:00Z;282.25;280.05;86;97930;1420;280.05;1.4
461.755;1.950.333;GUERET-ST LAURENT;06/02/2026;18:00:00Z;280.55;278.05;84;95610;1470;279.05;6.2
46.166.667;3.398.667;VICHY-CHARMEIL;06/02/2026;18:00:00Z;279.65;278.15;90;96990;1440;278.45;1.0
46.408.333;40.165;ST YAN;06/02/2026;18:00:00Z;281.35;278.15;80;97070;1370;NULL;3.0
462.945;4.794.333;MACON;06/02/2026;18:00:00Z;284.45;278.15;65;97370;1280;280.25;12.3
47.043.833;5.427.333;TAVAUX SA;06/02/2026;18:00:00Z;281.85;279.95;88;97590;1220;280.65;5.8
45.665;-0.315833;COGNAC;06/02/2026;18:00:00Z;282.05;278.95;81;99470;1520;277.35;4.6
45.861.167;1.175;LIMOGES-BELLEGARDE;06/02/2026;18:00:00Z;279.65;277.85;88;95180;1410;278.45;6.6
45.146.667;1.473.333;BRIVE;06/02/2026;18:00:00Z;282.25;278.65;78;98610;1420;282.05;3.2
45.036.333;1.491.667;BRIVE-SOUILLAC;06/02/2026;18:00:00Z;279.35;278.75;96;96450;1400;NULL;4.8
45.786.833;3.149.333;CLERMONT-FD;06/02/2026;18:00:00Z;283.25;275.85;60;96080;1470;278.15;0.2
450.745;3.764;LE PUY-LOUDES;06/02/2026;18:00:00Z;277.65;274.85;82;90510;1400;275.45;3.0
45.545.667;4.293.833;ST ETIENNE-BOUTHEON;06/02/2026;18:00:00Z;282.95;276.25;63;95370;1380;278.65;1.0
45.721.333;4.949.167;LYON-BRON;06/02/2026;18:00:00Z;283.55;279.85;78;97620;1320;280.05;10.7
457.265;5.077.833;LYON-ST EXUPERY;06/02/2026;18:00:00Z;283.95;279.35;73;97160;1290;NULL;12.9
459.765;5.329.333;AMBERIEU;06/02/2026;18:00:00Z;283.75;279.65;76;97030;1240;280.65;7.7
45.364;5.313.333;GRENOBLE-ST GEOIRS;06/02/2026;18:00:00Z;281.65;280.45;92;95530;1330;NULL;6.7
45.928.167;6.094;MEYTHET;06/02/2026;18:00:00Z;280.65;278.65;87;94750;1240;NULL;11.3
45.641.333;5.878;CHAMBERY-AIX;06/02/2026;18:00:00Z;282.65;280.45;86;97300;1330;279.65;13.9
45.612.667;6.763.333;BOURG ST MAURICE;06/02/2026;18:00:00Z;277.35;276.65;95;90200;1210;NULL;8.0
44.534.667;-1.132;CAZAUX;06/02/2026;18:00:00Z;282.85;279.95;82;99540;1360;280.25;1.6
44.431.667;-12.475;BISCARROSSE;06/02/2026;18:00:00Z;285.15;278.05;62;99360;1340;282.45;1.2
44.830.667;-0.691333;BORDEAUX-MERIGNAC;06/02/2026;18:00:00Z;284.25;279.55;73;99290;1400;280.25;3.8
44.172.167;0.594667;AGEN-LA GARENNE;06/02/2026;18:00:00Z;285.05;279.15;67;99130;1340;281.55;5.8
44.822.833;0.524167;BERGERAC;06/02/2026;18:00:00Z;282.65;279.05;78;99310;1410;280.25;2.4
44.745;1.396.667;GOURDON;06/02/2026;18:00:00Z;282.05;277.85;75;96940;1390;279.45;5.4
44.028;1.376.667;MONTAUBAN;06/02/2026;18:00:00Z;282.95;279.15;77;98750;1370;278.45;2.6
448.915;2.419.167;AURILLAC;06/02/2026;18:00:00Z;279.05;277.55;90;92770;1420;279.15;11.8
44.410.333;24.825;RODEZ-AVEYRON;06/02/2026;18:00:00Z;277.75;276.05;89;93400;1440;NULL;3.8
44.533.667;34.545;MENDE;06/02/2026;18:00:00Z;276.75;274.45;85;89510;1380;273.75;4.2
441.185;30.195;MILLAU;06/02/2026;18:00:00Z;279.65;276.25;79;91870;1420;276.95;1.6
44.121.333;35.815;MONT AIGOUAL;06/02/2026;18:00:00Z;273.25;273.25;100;82750;1240;NULL;6.4
43.911.333;49.025;AVIGNON;06/02/2026;18:00:00Z;280.95;279.75;92;99660;1550;NULL;2.2
44.537.167;4.368.167;LANAS SYN;06/02/2026;18:00:00Z;279.25;279.25;100;96970;1380;279.75;6.0
44.581.167;4.733;MONTELIMAR;06/02/2026;18:00:00Z;282.25;280.55;89;99190;1400;279.65;3.0
441.445;4.861;ORANGE;06/02/2026;18:00:00Z;282.35;281.45;94;99440;1500;NULL;2.2
44.083.667;5.058.333;CARPENTRAS;06/02/2026;18:00:00Z;281.55;280.75;95;98910;1510;NULL;4.3
44.062.167;5.989.667;ST AUBAN;06/02/2026;18:00:00Z;280.15;276.75;79;94660;1120;275.15;19.6
44.571.167;6.508.667;EMBRUN;06/02/2026;18:00:00Z;278.05;276.75;91;90060;1050;NULL;9.2
44.880.333;6.640.333;VILLAR ST PANCRACE;06/02/2026;18:00:00Z;274.55;273.95;96;85390;940;NULL;10.0
433.945;-16.865;SOCOA;06/02/2026;18:00:00Z;287.35;275.85;46;99370;1390;NULL;NULL
43.469.333;-1.534.333;BIARRITZ-PAYS-BASQUE;06/02/2026;18:00:00Z;286.55;276.65;51;99010;1370;279.05;1.0
43.689.833;-1.07;DAX;06/02/2026;18:00:00Z;286.45;277.35;54;99480;1350;280.75;0.6
43.909.833;-0.500167;MONT-DE-MARSAN;06/02/2026;18:00:00Z;284.25;279.75;74;99190;1320;281.05;2.4
43.385;-0.416333;PAU-UZEIN;06/02/2026;18:00:00Z;283.85;279.25;73;97740;1300;279.25;1.8
43.188;0.0;TARBES-LOURDES-PYRENEES;06/02/2026;18:00:00Z;283.05;278.05;71;95690;1190;272.85;1.0
43.689;0.601167;AUCH;06/02/2026;18:00:00Z;283.65;279.05;73;98460;1290;278.85;0.2
43.005.333;1.106.833;ST GIRONS;06/02/2026;18:00:00Z;280.85;277.45;79;95190;1230;278.85;0.0
43.621;1.378.833;TOULOUSE-BLAGNAC;06/02/2026;18:00:00Z;283.85;279.55;75;98270;1380;278.95;0.6
43.914.667;2.116.333;ALBI;06/02/2026;18:00:00Z;281.55;279.35;86;98030;1390;278.75;2.6
43.215.333;22.955;CARCASSONNE;06/02/2026;18:00:00Z;284.15;279.45;73;98560;1370;277.85;-0.1
43.322;3.352.667;BEZIERS-VIAS;06/02/2026;18:00:00Z;285.85;282.25;79;99940;1650;NULL;0.0
43.397.333;3.692.167;SETE;06/02/2026;18:00:00Z;285.55;281.65;77;99210;1650;NULL;0.0
43.576.167;3.964.667;MONTPELLIER-AEROPORT;06/02/2026;18:00:00Z;285.05;278.65;65;100040;1570;278.85;0.2
43.856.833;4.406.333;NIMES-COURBESSAC;06/02/2026;18:00:00Z;282.45;278.95;79;99330;1490;279.85;1.8
43.772.833;4.412.833;NIMES-GARONS;06/02/2026;18:00:00Z;284.15;278.25;67;98840;1510;NULL;2.0
43.522.667;49.275;ISTRES;06/02/2026;18:00:00Z;282.85;280.75;87;99820;1610;NULL;3.4
43.612.833;5.108;SALON DE PROVENCE;06/02/2026;18:00:00Z;281.15;278.65;84;99400;1580;NULL;6.7
43.437;52.115;MARIGNANE;06/02/2026;18:00:00Z;284.15;281.35;83;99720;1660;274.05;11.7
42.917.333;3.059.667;LEUCATE;06/02/2026;18:00:00Z;285.65;283.05;84;99600;1600;NULL;-0.1
431.005;6.147;HYERES;06/02/2026;18:00:00Z;286.25;282.15;76;100030;1400;279.95;NULL
43.383.167;6.386.167;LE LUC;06/02/2026;18:00:00Z;284.65;279.75;72;99020;1180;NULL;18.6
430.325;6.469.333;ILE DU LEVANT;06/02/2026;18:00:00Z;286.05;280.45;69;98480;1330;NULL;4.6
435.565;69.505;CANNES;06/02/2026;18:00:00Z;288.15;278.95;54;99740;750;NULL;43.5
43.648.833;7.209;NICE;06/02/2026;18:00:00Z;285.05;281.55;79;99460;660;279.45;28.1
42.737.167;2.872.833;PERPIGNAN;06/02/2026;18:00:00Z;285.05;280.35;73;99580;1520;280.05;-0.1
42.516.167;3.133.667;CAP BEAR;06/02/2026;18:00:00Z;285.85;284.25;90;99080;1560;NULL;0.0
42.633.333;89.225;ILE ROUSSE;06/02/2026;18:00:00Z;286.75;280.05;64;98160;590;NULL;4.6
425.295;87.915;CALVI;06/02/2026;18:00:00Z;287.15;281.35;68;99420;820;NULL;0.6
41.918;8.792.667;AJACCIO;06/02/2026;18:00:00Z;286.75;281.75;72;100250;870;284.15;11.8
41.921.833;9.400.833;SOLENZARA;06/02/2026;18:00:00Z;289.55;277.55;45;99790;520;284.45;6.9
41.374.833;9.178.333;CAP PERTUSATO;06/02/2026;18:00:00Z;286.75;284.65;87;98670;470;NULL;6.7
42.259.667;95.415;ALISTRO;06/02/2026;18:00:00Z;285.75;283.45;86;99070;520;NULL;5.9
41.505.167;9.103.667;FIGARI;06/02/2026;18:00:00Z;287.05;282.25;73;99910;590;NULL;16.5
43.003.833;93.595;CAP CORSE;06/02/2026;18:00:00Z;286.55;283.15;80;98500;500;NULL;1.6
42.540.667;9.485.167;BASTIA;06/02/2026;18:00:00Z;284.55;282.25;86;99790;540;281.15;1.0
-11.582.667;47.289.667;GLORIEUSES;06/02/2026;18:00:00Z;300.35;297.05;82;101270;200;NULL;8.4
-17.054.667;42.712;JUAN DE NOVA;06/02/2026;18:00:00Z;302.65;NULL;NULL;101020;150;NULL;0.6
-22.344.167;40.340.667;EUROPA;06/02/2026;18:00:00Z;300.65;295.15;72;101160;10;NULL;0.0
-15.887.667;54.520.667;TROMELIN;06/02/2026;18:00:00Z;301.95;297.05;75;101060;120;NULL;0.0
-20.892.167;55.528.667;GILLOT-AEROPORT;06/02/2026;18:00:00Z;297.75;295.95;90;101020;250;NULL;1.8
-37.795.167;77.569.167;NOUVELLE AMSTERDAM;06/02/2026;18:00:00Z;289.65;289.65;100;101710;170;NULL;9.8
-464.325;51.856.667;CROZET;06/02/2026;18:00:00Z;287.85;284.85;82;99250;-220;NULL;0.4
-49.352.333;70.243.333;KERGUELEN;06/02/2026;18:00:00Z;280.05;274.55;68;100750;190;NULL;NULL
-128.055;45.282.833;PAMANDZI;06/02/2026;18:00:00Z;299.85;297.65;88;101150;180;NULL;10.7
46.766.333;-56.179.167;ST-PIERRE;06/02/2026;18:00:00Z;273.15;266.55;61;100530;-80;273.45;-0.1
16.335;-61.004;LA DESIRADE METEO;06/02/2026;18:00:00Z;302.25;294.25;62;101130;-10;NULL;0.4
179.015;-62.852.167;ST-BARTHELEMY METEO;06/02/2026;18:00:00Z;304.45;294.65;56;100910;-100;NULL;NULL
16.264;-61.516.333;LE RAIZET AERO;06/02/2026;18:00:00Z;302.35;294.05;61;101340;-40;294.25;0.2
147.745;-60.875.333;TRINITE-CARAVEL;06/02/2026;18:00:00Z;304.15;294.35;56;101050;20;NULL;NULL
14.595.333;-60.995.667;LAMENTIN-AERO;06/02/2026;18:00:00Z;303.05;291.45;50;101330;20;NULL;-0.1
54.855;-54.031.667;SAINT LAURENT;06/02/2026;18:00:00Z;304.85;296.95;63;101050;40;NULL;0.0
4.822.333;-52.365.333;CAYENNE-MATOURY;06/02/2026;18:00:00Z;302.95;296.65;69;101070;60;299.85;8.3
3.890.667;-51.804.667;SAINT GEORGES;06/02/2026;18:00:00Z;300.15;298.15;89;100980;80;NULL;13.7
3.640.167;-54.028.333;MARIPASOULA;06/02/2026;18:00:00Z;306.15;294.65;51;99880;20;NULL;NULL
-66.663.167;140.001;DUMONT D'URVILLE;06/02/2026;18:00:00Z;269.55;268.15;89;97350;NULL;NULL;NULL
-18.48;163.086.333;SURPRISE;06/02/2026;18:00:00Z;300.55;297.65;84;100930;-110;NULL;NULL
-19.968.333;1.584.755;CHESTERFIELD;06/02/2026;18:00:00Z;300.25;296.45;80;101080;-150;NULL;NULL
-20.558.667;164.284.167;KOUMAC;06/02/2026;18:00:00Z;298.45;296.85;91;100760;-140;NULL;0.2
-20.777.667;167.241.167;OUANAHAM;06/02/2026;18:00:00Z;299.95;295.55;77;100750;-80;NULL;NULL
-22.017.333;166.222.333;LA TONTOUTA;06/02/2026;18:00:00Z;297.55;296.65;95;101030;-110;NULL;0.6
-22.276;166.452.833;NOUMEA;06/02/2026;18:00:00Z;298.45;296.85;91;100380;-120;NULL;12.6
-13.239.833;-176.194.167;HIHIFO;06/02/2026;18:00:00Z;300.85;297.45;82;100830;-170;NULL;3.6
-9.806;-139.035.667;HIVA-OA;06/02/2026;18:00:00Z;304.55;294.75;56;100730;-70;NULL;0.0
-16.445.167;-151.752;BORA-BORA-MOTU-AERO;06/02/2026;18:00:00Z;302.15;296.55;72;101320;-290;NULL;0.2
-17.745.667;-149.158.833;TAIARAPU-EST;06/02/2026;18:00:00Z;301.35;297.35;79;101380;-280;NULL;NULL
-17.555.167;-149.614.333;FAAA;06/02/2026;18:00:00Z;301.95;296.15;71;101350;-280;NULL;0.0
-14.456.833;-145.025.167;TAKAROA;06/02/2026;18:00:00Z;302.65;297.05;72;101300;-180;NULL;0.4
-18.063;-140.961.167;HAO AERO;06/02/2026;18:00:00Z;302.05;296.95;74;101380;-220;NULL;0.0
-23.130.167;-134.965.333;MANGAREVA;06/02/2026;18:00:00Z;296.05;293.05;83;100620;-220;NULL;11.2
-27.618.333;-144.334.833;RAPA;06/02/2026;18:00:00Z;297.65;293.75;79;101740;-450;NULL;0.0
-49.352.333;70.243.333;KERGUELEN;06/02/2026;18:00:00Z;280.05;274.55;68;100750;190;NULL;NULL
-66.663.167;140.001;DUMONT D'URVILLE;06/02/2026;18:00:00Z;269.55;268.15;89;97350;NULL;NULL;NULL
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
507.325;1.599.667;BOULOGNE-SEM;07/02/2026;00:00:00Z;281.55;279.85;89;98740;1160;NULL;3.8
505.145;1.622.833;LE-TOUQUET;07/02/2026;00:00:00Z;281.15;279.15;87;99350;1240;280.85;2.4
50.136;1.834;ABBEVILLE;07/02/2026;00:00:00Z;279.85;278.75;93;98790;1310;276.15;0.8
51.055.833;23.395;DUNKERQUE;07/02/2026;00:00:00Z;280.65;279.45;92;99390;1110;NULL;6.4
50.57;30.975;LILLE-LESQUIN;07/02/2026;00:00:00Z;280.45;279.25;92;99140;1180;278.75;3.8
49.725.167;-1.939.833;PTE DE LA HAGUE;07/02/2026;00:00:00Z;NULL;NULL;NULL;99020;1220;NULL;NULL
49.652.667;-14.635;GONNEVILLE;07/02/2026;00:00:00Z;280.65;279.25;91;97680;1320;280.85;2.4
49.18;-0.456167;CAEN-CARPIQUET;07/02/2026;00:00:00Z;280.35;278.95;91;98720;1450;280.35;0.2
493.645;0.167;ST GATIEN DES B;07/02/2026;00:00:00Z;280.55;278.85;89;97900;1460;NULL;0.2
493.895;1.178.333;ROUEN-BOOS;07/02/2026;00:00:00Z;280.05;278.85;92;97850;1480;278.95;0.8
49.025;1.221.667;EVREUX-HUEST;07/02/2026;00:00:00Z;279.85;278.75;93;98120;1510;276.55;1.0
49.932.833;1.09;DIEPPE;07/02/2026;00:00:00Z;281.55;278.85;83;99080;1390;280.75;0.8
49.533;0.091667;OCTEVILLE;07/02/2026;00:00:00Z;281.65;278.95;83;98460;1440;NULL;0.4
49.090.333;20.285;PONTOISE - AERO;07/02/2026;00:00:00Z;279.05;278.15;94;98800;1520;278.35;2.6
494.465;2.127.167;BEAUVAIS-TILLE;07/02/2026;00:00:00Z;280.25;279.15;93;98610;1450;277.55;2.0
49.971.833;2.703.833;MEAULTE;07/02/2026;00:00:00Z;279.75;278.85;94;98440;1330;NULL;1.0
49.818.333;3.206;ST QUENTIN;07/02/2026;00:00:00Z;278.95;278.25;95;98670;1320;277.75;3.4
49.209.833;4.155.333;REIMS-PRUNAY;07/02/2026;00:00:00Z;280.55;278.85;89;98840;1390;279.35;1.2
49.782.833;4.643.167;CHARLEVILLE-MEZ;07/02/2026;00:00:00Z;278.15;277.85;98;98200;1270;276.85;3.6
48.979.333;6.243.167;AEROPORT METZ-NANCY-LORRAINE;07/02/2026;00:00:00Z;280.35;279.75;96;97030;1230;278.55;4.8
48.473.333;-5.057;OUESSANT-STIFF;07/02/2026;00:00:00Z;283.15;282.25;94;97890;930;NULL;4.6
48.548;-4.664.167;PLOUDALMEZEAU;07/02/2026;00:00:00Z;282.35;281.55;95;98310;990;NULL;4.8
48.532;-4.151.833;LANDIVISIAU;07/02/2026;00:00:00Z;281.75;280.95;95;97540;1020;NULL;7.4
48.279.333;-4.439.333;LANVEOC;07/02/2026;00:00:00Z;281.35;280.55;95;97920;1000;NULL;7.9
48.453.833;-4.391.167;BREST-GUIPAVAS;07/02/2026;00:00:00Z;281.45;281.05;97;97710;990;280.65;7.3
48.825.833;-3.473.167;PLOUMANAC'H;07/02/2026;00:00:00Z;282.05;279.65;85;98240;1080;NULL;0.4
48.755.333;-3.468.667;LANNION_AERO;07/02/2026;00:00:00Z;281.75;279.75;87;97940;1080;NULL;2.6
485.365;-2.853.167;ST BRIEUC;07/02/2026;00:00:00Z;281.15;278.95;86;97510;1180;279.25;3.0
48.584.833;-2.076.333;DINARD;07/02/2026;00:00:00Z;281.45;280.05;91;98510;1290;279.95;0.6
48.068.833;-1.734;RENNES-ST JACQUES;07/02/2026;00:00:00Z;281.75;279.75;87;99040;1370;280.75;3.2
48.030.667;-0.7465;LAVAL-ETRONNIER;07/02/2026;00:00:00Z;280.65;279.45;92;98450;1460;278.65;2.0
484.455;0.110167;ALENCON;07/02/2026;00:00:00Z;279.65;278.95;95;98010;1520;281.05;2.4
48.061.333;1.376.333;CHATEAUDUN;07/02/2026;00:00:00Z;278.95;278.95;100;98390;1550;277.15;2.0
484.605;1.501.167;CHARTRES;07/02/2026;00:00:00Z;279.25;278.85;97;98030;1550;280.15;2.8
48.774.333;2.009.833;TRAPPES;07/02/2026;00:00:00Z;280.15;279.25;94;97820;1530;280.05;4.2
48.750.667;21.135;TOUSSUS LE NOBLE;07/02/2026;00:00:00Z;279.85;279.15;95;97980;1520;277.35;1.8
487.725;2.204;VILLACOUBLAY;07/02/2026;00:00:00Z;279.95;279.25;95;97810;1510;277.25;0.4
48.718;2.397;ORLY;07/02/2026;00:00:00Z;280.25;279.15;93;98870;1530;NULL;1.0
48.967.333;2.427.667;LE BOURGET;07/02/2026;00:00:00Z;279.85;278.65;92;99320;1510;277.95;2.0
48.610.333;26.795;MELUN;07/02/2026;00:00:00Z;278.95;278.55;97;98880;1540;279.85;2.4
48.821.667;2.337.833;PARIS-MONTSOURIS;07/02/2026;00:00:00Z;280.65;279.15;90;98980;1530;277.05;1.4
49.015.167;2.534.333;ROISSY;07/02/2026;00:00:00Z;280.65;279.25;91;98580;1500;278.35;2.6
48.777.167;4.164.667;VATRY-AERO;07/02/2026;00:00:00Z;278.65;278.05;96;98060;1420;NULL;3.4
48.324.667;4.02;TROYES-BARBEREY;07/02/2026;00:00:00Z;278.45;277.75;95;98690;1470;278.95;2.0
48.631.333;4.903.667;ST-DIZIER;07/02/2026;00:00:00Z;281.95;279.75;86;98360;1370;279.95;4.6
48.687.833;62.215;NANCY-ESSEY;07/02/2026;00:00:00Z;281.75;279.75;87;97590;1270;278.65;6.0
48.581;5.959.833;NANCY-OCHEY;07/02/2026;00:00:00Z;279.95;279.35;96;95990;1280;277.75;6.0
485.495;7.640.333;STRASBOURG-ENTZHEIM;07/02/2026;00:00:00Z;280.15;279.25;94;98350;1220;276.85;0.4
47.928.667;7.407.667;COLMAR-MEYENHEIM;07/02/2026;00:00:00Z;280.75;278.75;87;97740;1340;278.55;0.8
47.973;-4.160.667;QUIMPER;07/02/2026;00:00:00Z;283.05;282.15;94;98010;1040;279.25;4.2
47.762.833;-3.435.667;LORIENT-LANN BIHOUE;07/02/2026;00:00:00Z;283.15;281.25;88;98710;1170;282.15;5.4
47.313.833;-21.545;ST NAZAIRE-MONTOIR;07/02/2026;00:00:00Z;282.45;280.35;87;99510;1330;NULL;4.0
47.15;-1.608.833;NANTES-BOUGUENAIS;07/02/2026;00:00:00Z;281.35;279.45;88;99350;1380;279.95;12.9
